Wall time,Step,Value
1486210089.224389,100,653.7084350585938
1486210160.107241,200,284.7681579589844
1486210230.542134,300,277.3328857421875
1486210300.90376,400,468.6086120605469
1486210370.698355,500,239.84054565429688
1486210440.372087,600,776.5510864257812
1486210509.764762,700,562.6886596679688
1486210579.32114,800,493.05841064453125
1486210648.02765,900,232.02096557617188
1486210716.398853,1000,230.6905975341797
1486210809.331553,1100,249.4412078857422
1486210878.022108,1200,158.1627960205078
1486210946.074515,1300,518.15234375
1486211013.895949,1400,273.27703857421875
1486211081.821335,1500,730.7761840820312
1486211149.893334,1600,305.3338928222656
1486211217.559623,1700,336.53662109375
1486211285.207321,1800,478.8423156738281
1486211352.842935,1900,214.83749389648438
1486211420.419487,2000,201.5435028076172
1486211503.289258,2100,216.05648803710938
1486211570.870758,2200,406.7830505371094
1486211638.458913,2300,547.4722900390625
1486211706.283474,2400,209.42520141601562
1486211774.442095,2500,679.88427734375
1486211842.116054,2600,415.0479431152344
1486211909.798534,2700,243.51339721679688
1486211977.426857,2800,165.1707763671875
1486212045.140876,2900,167.34092712402344
1486212112.692239,3000,273.612060546875
1486212195.049848,3100,225.87583923339844
1486212262.747102,3200,156.0005340576172
1486212330.451563,3300,254.1046142578125
1486212398.34875,3400,394.8437805175781
1486212465.900044,3500,248.105224609375
1486212533.44731,3600,347.2637023925781
1486212601.158178,3700,540.5823974609375
1486212669.350584,3800,206.2203369140625
1486212736.960621,3900,189.81622314453125
1486212804.532414,4000,451.3677673339844
1486212886.963815,4100,295.3683776855469
1486212954.809942,4200,174.71414184570312
1486213022.407158,4300,161.47523498535156
1486213090.005666,4400,81.295654296875
1486213157.678735,4500,284.6940002441406
1486213225.374329,4600,262.6365051269531
1486213293.400946,4700,95.05223846435547
1486213361.192178,4800,234.9437255859375
1486213429.011505,4900,458.160888671875
1486213496.685232,5000,173.9475860595703
1486213584.969662,5100,220.96417236328125
1486213652.649651,5200,201.8032989501953
1486213720.379451,5300,109.17628479003906
1486213788.042098,5400,417.22589111328125
1486213858.775307,5500,209.85501098632812
1486213926.468936,5600,119.6898193359375
1486213993.958792,5700,232.17236328125
1486214061.535137,5800,233.32351684570312
1486214129.406392,5900,142.23779296875
1486214197.627419,6000,141.53810119628906
1486214279.940409,6100,189.6287078857422
1486214347.718627,6200,219.18405151367188
1486214415.426422,6300,167.34423828125
1486214483.197849,6400,307.5539245605469
1486214550.850798,6500,137.18914794921875
1486214618.688528,6600,184.25241088867188
1486214686.320269,6700,305.5176086425781
1486214754.265971,6800,112.5555191040039
1486214821.92109,6900,342.07623291015625
1486214889.541359,7000,157.80601501464844
1486214971.875732,7100,146.01181030273438
1486215040.149395,7200,329.7667236328125
1486215107.939749,7300,242.9639892578125
1486215175.684941,7400,229.65115356445312
1486215243.287652,7500,478.56158447265625
1486215310.839647,7600,205.4544219970703
1486215378.567127,7700,124.02276611328125
1486215446.309235,7800,155.020263671875
1486215514.108913,7900,175.89907836914062
1486215581.83063,8000,262.3985595703125
1486215664.30857,8100,222.02008056640625
1486215731.971807,8200,168.47926330566406
1486215799.510408,8300,155.64990234375
1486215867.024603,8400,166.90322875976562
1486215934.828283,8500,305.6731262207031
1486216002.64429,8600,231.9404754638672
1486216070.377415,8700,292.26190185546875
1486216137.969347,8800,60.83624267578125
1486216205.442175,8900,114.35984802246094
1486216273.757332,9000,205.55001831054688
1486216356.22716,9100,180.25732421875
1486216423.782826,9200,285.444091796875
1486216491.403887,9300,188.62396240234375
1486216559.271053,9400,115.12378692626953
1486216626.852532,9500,431.9369201660156
1486216694.438784,9600,207.4303436279297
1486216762.197543,9700,402.94500732421875
1486216830.010898,9800,221.91207885742188
1486216898.03824,9900,189.07962036132812
1486216965.503692,10000,366.431884765625
1486217052.876482,10100,267.5845031738281
1486217120.31907,10200,146.17709350585938
1486217188.658783,10300,190.68820190429688
1486217256.178709,10400,184.65505981445312
1486217323.64537,10500,205.176513671875
1486217391.046781,10600,448.24993896484375
1486217458.790183,10700,187.36273193359375
1486217526.394693,10800,142.56341552734375
1486217594.058619,10900,285.14776611328125
1486217661.681505,11000,164.92965698242188
1486217744.528891,11100,208.4925537109375
1486217812.137913,11200,168.94776916503906
1486217879.890665,11300,123.60525512695312
1486217947.508813,11400,197.45208740234375
1486218015.400462,11500,100.8472900390625
1486218083.420336,11600,133.7235870361328
1486218151.036119,11700,200.84559631347656
1486218218.699605,11800,174.48394775390625
1486218286.31626,11900,132.57733154296875
1486218354.02326,12000,269.23583984375
1486218436.046043,12100,111.57810974121094
1486218503.669377,12200,378.0904846191406
1486218571.204989,12300,260.3561706542969
1486218639.457179,12400,397.7506103515625
1486218707.24141,12500,204.8999481201172
1486218774.737412,12600,211.24264526367188
1486218842.175121,12700,109.04823303222656
1486218909.689643,12800,397.35205078125
1486218977.708075,12900,137.0888214111328
1486219045.366068,13000,306.48541259765625
1486219127.388896,13100,89.37553405761719
1486219195.027755,13200,186.161865234375
1486219263.107571,13300,154.01144409179688
1486219330.519855,13400,132.70053100585938
1486219398.230233,13500,116.23908996582031
1486219465.81273,13600,129.03192138671875
1486219533.707531,13700,117.44678497314453
1486219601.353096,13800,137.91358947753906
1486219668.950228,13900,123.53125
1486219736.520117,14000,215.387451171875
1486219818.865409,14100,237.66970825195312
